locationString,EndLocationString,Start,End,ips,UAs,timestamp
RU/Sverdlovskaya Oblast',SD/Al Khartum,2022-11-27T06:01:41.1142330Z,2022-11-27T06:03:26.8616279Z,"[""46.163.187.30""]","[""BAV2ROPC""]",2022-11-27T06:01:41.1142330Z
VN/Ha Noi,BR/Mato Grosso Do Sul,2022-11-27T06:02:18.9065582Z,2022-11-27T06:03:27.4673978Z,"[""116.97.240.172""]","[""BAV2ROPC""]",2022-11-27T06:02:18.9065582Z
PK/Punjab,BR/Mato Grosso Do Sul,2022-11-27T06:02:35.5924219Z,2022-11-27T06:03:27.4673978Z,"[""43.251.255.66""]","[""BAV2ROPC""]",2022-11-27T06:02:35.5924219Z
BR/Mato Grosso Do Sul,PT/Lisboa,2022-11-27T06:03:14.1909188Z,2022-11-27T06:04:37.5725002Z,"[""168.194.80.92""]","[""BAV2ROPC""]",2022-11-27T06:03:14.1909188Z
IN/Telangana,MX/Guerrero,2022-11-27T06:24:09.8087265Z,2022-11-27T06:24:47.0777616Z,"[""122.175.3.81""]","[""BAV2ROPC""]",2022-11-27T06:24:09.8087265Z
MX/Guerrero,PK/Punjab,2022-11-27T06:24:44.4157105Z,2022-11-27T06:25:40.7417461Z,"[""189.215.84.218""]","[""BAV2ROPC""]",2022-11-27T06:24:44.4157105Z
IN/Karnataka,US/Missouri,2022-11-27T06:28:41.2189634Z,2022-11-27T06:30:46.4838706Z,"[""122.166.252.202""]","[""BAV2ROPC""]",2022-11-27T06:28:41.2189634Z
ID/Jakarta Raya,US/Missouri,2022-11-27T06:29:41.3920643Z,2022-11-27T06:30:41.0883411Z,"[""103.147.64.51""]","[""BAV2ROPC""]",2022-11-27T06:29:41.3920643Z
VN/Nghe An,IN/Karnataka,2022-11-27T06:30:20.5691130Z,2022-11-27T06:30:59.7794552Z,"[""117.4.138.195""]","[""BAV2ROPC""]",2022-11-27T06:30:20.5691130Z
US/Missouri,IN/Karnataka,2022-11-27T06:30:38.5286846Z,2022-11-27T06:31:05.0367621Z,"[""66.181.215.193""]","[""BAV2ROPC""]",2022-11-27T06:30:38.5286846Z
IN/Karnataka,RU/Sverdlovskaya Oblast',2022-11-27T06:30:54.6243890Z,2022-11-27T06:31:22.3596640Z,"[""122.166.158.30""]","[""BAV2ROPC""]",2022-11-27T06:30:54.6243890Z
GE/Tbilisi,CN/Xinjiang,2022-11-27T06:51:26.5757682Z,2022-11-27T06:52:11.5060052Z,"[""2.57.219.2""]","[""BAV2ROPC""]",2022-11-27T06:51:26.5757682Z
US/Illinois,AR/Buenos Aires,2022-11-27T06:52:49.9656429Z,2022-11-27T06:53:52.5188905Z,"[""73.247.76.26""]","[""BAV2ROPC""]",2022-11-27T06:52:49.9656429Z
ES/Alicante,AR/Buenos Aires,2022-11-27T06:53:17.1546845Z,2022-11-27T06:53:49.8972382Z,"[""95.178.38.168""]","[""BAV2ROPC""]",2022-11-27T06:53:17.1546845Z
IN/Telangana,CN/Shaanxi,2022-11-27T06:57:52.4046220Z,2022-11-27T07:03:46.1678558Z,"[""115.112.83.66""]","[""BAV2ROPC""]",2022-11-27T06:57:52.4046220Z
CN/Xinjiang,CN/Ningxia,2022-11-27T07:04:47.7016126Z,2022-11-27T07:14:50.8601843Z,"[""120.68.202.114""]","[""BAV2ROPC""]",2022-11-27T07:04:47.7016126Z
CN/Shaanxi,RU/Sverdlovskaya Oblast',2022-11-27T07:05:18.9182717Z,2022-11-27T07:13:22.3938178Z,"[""113.200.214.20""]","[""BAV2ROPC""]",2022-11-27T07:05:18.9182717Z
CN/Anhui,BG/Blagoevgrad,2022-11-27T07:06:19.7305006Z,2022-11-27T07:14:16.5416516Z,"[""112.27.148.14""]","[""BAV2ROPC""]",2022-11-27T07:06:19.7305006Z
US/Georgia,SE/Vastra Gotalands Lan,2022-11-27T07:11:50.1635796Z,2022-11-27T07:20:23.9201361Z,"[""73.184.246.188""]","[""BAV2ROPC""]",2022-11-27T07:11:50.1635796Z
CN/Shandong,US/Arkansas,2022-11-27T07:12:13.6016066Z,2022-11-27T07:20:56.2575379Z,"[""120.224.50.233""]","[""BAV2ROPC""]",2022-11-27T07:12:13.6016066Z
LA/Viangchan City,IN/Karnataka,2022-11-27T07:13:45.1865574Z,2022-11-27T07:21:06.0701440Z,"[""202.137.134.174""]","[""BAV2ROPC""]",2022-11-27T07:13:45.1865574Z
BG/Blagoevgrad,GT/Guatemala,2022-11-27T07:14:08.4556422Z,2022-11-27T07:18:25.8524350Z,"[""92.62.243.147""]","[""BAV2ROPC""]",2022-11-27T07:14:08.4556422Z
IT/Bologna,US/Arkansas,2022-11-27T07:14:24.7840426Z,2022-11-27T07:21:01.8793855Z,"[""2.37.223.58""]","[""BAV2ROPC""]",2022-11-27T07:14:24.7840426Z
BR/Rio De Janeiro,SD/Al Khartum,2022-11-27T07:14:49.8931938Z,2022-11-27T07:20:24.7023042Z,"[""186.215.234.129""]","[""BAV2ROPC""]",2022-11-27T07:14:49.8931938Z
BG/Sofiya-Grad,CN/Hubei,2022-11-27T07:15:26.5405974Z,2022-11-27T07:17:21.6767692Z,"[""194.146.234.28""]","[""BAV2ROPC""]",2022-11-27T07:15:26.5405974Z
RU/Moskva,US/Arkansas,2022-11-27T07:16:47.2386577Z,2022-11-27T07:20:51.0316699Z,"[""195.239.184.114""]","[""BAV2ROPC""]",2022-11-27T07:16:47.2386577Z
GT/Guatemala,MA/Rabat-Sale-Kenitra,2022-11-27T07:18:25.8524350Z,2022-11-27T07:21:43.3814969Z,"[""186.151.16.117""]","[""BAV2ROPC""]",2022-11-27T07:18:25.8524350Z
PK/Punjab,IR/Ilam,2022-11-27T07:18:50.3621466Z,2022-11-27T07:20:13.3757351Z,"[""203.124.60.41""]","[""BAV2ROPC""]",2022-11-27T07:18:50.3621466Z
MY/Kuala Lumpur,MA/Rabat-Sale-Kenitra,2022-11-27T07:19:06.5121477Z,2022-11-27T07:21:38.2028363Z,"[""103.12.67.82""]","[""BAV2ROPC""]",2022-11-27T07:19:06.5121477Z
SD/Al Khartum,BR/Bahia,2022-11-27T07:20:19.3815904Z,2022-11-27T07:21:18.2656750Z,"[""212.0.159.18""]","[""BAV2ROPC""]",2022-11-27T07:20:19.3815904Z
SG/Central Singapore,US/Arkansas,2022-11-27T07:20:35.3778483Z,2022-11-27T07:21:01.8793855Z,"[""203.116.4.75""]","[""BAV2ROPC""]",2022-11-27T07:20:35.3778483Z
BR/Minas Gerais,ZA/Western Cape,2022-11-27T07:20:38.6131601Z,2022-11-27T07:27:12.7470271Z,"[""189.113.187.85""]","[""BAV2ROPC""]",2022-11-27T07:20:38.6131601Z
US/Arkansas,BR/Bahia,2022-11-27T07:20:48.4781718Z,2022-11-27T07:21:15.6533683Z,"[""166.153.222.90""]","[""BAV2ROPC""]",2022-11-27T07:20:48.4781718Z
IT/Potenza,MA/Rabat-Sale-Kenitra,2022-11-27T07:21:09.6172226Z,2022-11-27T07:21:38.2028363Z,"[""185.15.171.218""]","[""BAV2ROPC""]",2022-11-27T07:21:09.6172226Z
BR/Bahia,TW/Tainan,2022-11-27T07:21:15.6533683Z,2022-11-27T07:22:03.2679996Z,"[""177.135.209.107""]","[""BAV2ROPC""]",2022-11-27T07:21:15.6533683Z
MA/Rabat-Sale-Kenitra,ZA/Western Cape,2022-11-27T07:21:32.7937806Z,2022-11-27T07:26:59.6824773Z,"[""41.143.250.78""]","[""BAV2ROPC""]",2022-11-27T07:21:32.7937806Z
TW/Tainan,ZA/Western Cape,2022-11-27T07:21:50.2762051Z,2022-11-27T07:27:10.2024017Z,"[""122.117.15.25""]","[""BAV2ROPC""]",2022-11-27T07:21:50.2762051Z
BR/Rio De Janeiro,ZA/Western Cape,2022-11-27T07:22:11.7408232Z,2022-11-27T07:27:10.2024017Z,"[""209.14.74.76""]","[""BAV2ROPC""]",2022-11-27T07:22:11.7408232Z
BR/Bahia,LK/Kolamba,2022-11-27T07:22:49.2566022Z,2022-11-27T07:27:42.9873084Z,"[""187.76.182.190""]","[""BAV2ROPC""]",2022-11-27T07:22:49.2566022Z
ZA/Western Cape,BG/Sofiya-Grad,2022-11-27T07:26:59.6824773Z,2022-11-27T07:33:37.3988004Z,"[""164.160.180.99""]","[""BAV2ROPC""]",2022-11-27T07:26:59.6824773Z
LK/Kolamba,BG/Sofiya-Grad,2022-11-27T07:27:34.9858263Z,2022-11-27T07:33:37.3988004Z,"[""123.231.56.177""]","[""BAV2ROPC""]",2022-11-27T07:27:34.9858263Z
CN/Chongqing,CN/Gansu,2022-11-27T07:29:07.7237931Z,2022-11-27T07:31:57.3941378Z,"[""113.204.147.26""]","[""BAV2ROPC""]",2022-11-27T07:29:07.7237931Z
CN/Gansu,BG/Sofiya-Grad,2022-11-27T07:31:49.4489797Z,2022-11-27T07:33:37.3988004Z,"[""118.183.188.233""]","[""BAV2ROPC""]",2022-11-27T07:31:49.4489797Z
BG/Sofiya-Grad,PE/Lima Province,2022-11-27T07:33:24.3272161Z,2022-11-27T07:42:41.1105715Z,"[""185.255.212.146""]","[""BAV2ROPC""]",2022-11-27T07:33:24.3272161Z
CN/Shanghai Shi,PE/Lima Province,2022-11-27T07:34:04.6082453Z,2022-11-27T07:42:36.0476608Z,"[""221.239.151.199""]","[""BAV2ROPC""]",2022-11-27T07:34:04.6082453Z
US/Virginia,BR/Bahia,2022-11-27T07:42:08.1128346Z,2022-11-27T07:48:20.6985869Z,"[""13.92.232.23""]","[""BAV2ROPC""]",2022-11-27T07:42:08.1128346Z
IN/Uttar Pradesh,IT/Bari,2022-11-27T07:42:59.8987753Z,2022-11-27T07:48:55.6026527Z,"[""122.187.224.252""]","[""BAV2ROPC""]",2022-11-27T07:42:59.8987753Z
BR/Minas Gerais,BR/Bahia,2022-11-27T07:44:19.2105459Z,2022-11-27T07:48:23.3146752Z,"[""177.174.117.165""]","[""BAV2ROPC""]",2022-11-27T07:44:19.2105459Z
IT/Bari,BR/Minas Gerais,2022-11-27T07:48:55.6026527Z,2022-11-27T07:58:29.1434255Z,"[""195.120.255.141""]","[""BAV2ROPC""]",2022-11-27T07:48:55.6026527Z
KR/Gangwon-Do,CN/Hunan,2022-11-27T07:49:15.0783577Z,2022-11-27T07:56:15.4324160Z,"[""121.155.16.231""]","[""BAV2ROPC""]",2022-11-27T07:49:15.0783577Z
VN/Ha Tinh,IN/Karnataka,2022-11-27T07:49:52.6826739Z,2022-11-27T07:56:53.0016578Z,"[""27.72.155.252""]","[""BAV2ROPC""]",2022-11-27T07:49:52.6826739Z
CN/Hunan,IN/Karnataka,2022-11-27T07:56:15.4324160Z,2022-11-27T07:57:03.0034167Z,"[""218.76.146.176""]","[""BAV2ROPC""]",2022-11-27T07:56:15.4324160Z
IN/Karnataka,BR/Minas Gerais,2022-11-27T07:56:40.0288153Z,2022-11-27T07:58:36.9081495Z,"[""27.34.255.51""]","[""BAV2ROPC""]",2022-11-27T07:56:40.0288153Z
IN/Karnataka,BR/Minas Gerais,2022-11-27T07:56:55.1346491Z,2022-11-27T07:58:29.1434255Z,"[""122.166.157.243""]","[""BAV2ROPC""]",2022-11-27T07:56:55.1346491Z
FR/Paris,ZA/Gauteng,2022-11-27T08:11:29.6769420Z,2022-11-27T08:14:19.9114611Z,"[""109.1.91.52""]","[""BAV2ROPC""]",2022-11-27T08:11:29.6769420Z
IT/Bolzano,ZA/Gauteng,2022-11-27T08:11:47.1451334Z,2022-11-27T08:14:19.9114611Z,"[""93.89.63.141""]","[""BAV2ROPC""]",2022-11-27T08:11:47.1451334Z
CN/Chongqing,KG/Chuy,2022-11-27T08:12:27.1793971Z,2022-11-27T08:12:57.9996371Z,"[""221.7.86.31""]","[""BAV2ROPC""]",2022-11-27T08:12:27.1793971Z
KG/Chuy,ZA/Gauteng,2022-11-27T08:12:52.7044422Z,2022-11-27T08:14:22.7614752Z,"[""77.235.29.47""]","[""BAV2ROPC""]",2022-11-27T08:12:52.7044422Z
CO/Valle Del Cauca,AR/Ciudad De Buenos Aires,2022-11-27T08:17:36.0559091Z,2022-11-27T08:18:33.5387540Z,"[""200.29.120.157""]","[""BAV2ROPC""]",2022-11-27T08:17:36.0559091Z
AR/Ciudad De Buenos Aires,US/Pennsylvania,2022-11-27T08:18:20.2968025Z,2022-11-27T08:19:02.8235670Z,"[""201.234.106.218""]","[""BAV2ROPC""]",2022-11-27T08:18:20.2968025Z
IL/Hamerkaz,CN/Anhui,2022-11-27T08:32:41.5290790Z,2022-11-27T08:33:19.8158241Z,"[""84.228.10.170""]","[""BAV2ROPC""]",2022-11-27T08:32:41.5290790Z
IN/Uttar Pradesh,PK/Punjab,2022-11-27T08:32:50.0350789Z,2022-11-27T08:33:30.0781514Z,"[""223.239.128.128""]","[""BAV2ROPC""]",2022-11-27T08:32:50.0350789Z
CN/Shanghai Shi,PK/Punjab,2022-11-27T08:33:11.1590863Z,2022-11-27T08:33:30.0781514Z,"[""101.95.97.158""]","[""BAV2ROPC""]",2022-11-27T08:33:11.1590863Z
CN/Gansu,FR/Seine-Saint-Denis,2022-11-27T08:34:17.0610206Z,2022-11-27T08:34:54.0355871Z,"[""118.183.185.10""]","[""BAV2ROPC""]",2022-11-27T08:34:17.0610206Z
US/Oregon,FR/Seine-Saint-Denis,2022-11-27T08:34:25.2942275Z,2022-11-27T08:34:54.0355871Z,"[""216.87.225.232""]","[""BAV2ROPC""]",2022-11-27T08:34:25.2942275Z
ID/Jakarta Raya,CN/Qinghai,2022-11-27T08:47:11.0193957Z,2022-11-27T08:48:08.3199114Z,"[""103.147.140.172""]","[""BAV2ROPC""]",2022-11-27T08:47:11.0193957Z
RU/Moskva,CN/Qinghai,2022-11-27T08:47:28.1068532Z,2022-11-27T08:48:08.3199114Z,"[""213.33.204.130""]","[""BAV2ROPC""]",2022-11-27T08:47:28.1068532Z
KR/Incheon Gwangyeoksi,CN/Tianjin Shi,2022-11-27T08:47:45.6058096Z,2022-11-27T08:49:21.1879705Z,"[""203.128.181.121""]","[""BAV2ROPC""]",2022-11-27T08:47:45.6058096Z
VN/Ha Tinh,CN/Qinghai,2022-11-27T08:47:45.7879416Z,2022-11-27T08:48:08.3199114Z,"[""27.72.155.98""]","[""BAV2ROPC""]",2022-11-27T08:47:45.7879416Z
CN/Tianjin Shi,KR/Ulsan Gwangyeoksi,2022-11-27T08:49:10.4546999Z,2022-11-27T08:56:36.8994205Z,"[""117.131.215.118""]","[""BAV2ROPC""]",2022-11-27T08:49:10.4546999Z
CN/Shandong,PK/Punjab,2022-11-27T08:54:07.2566437Z,2022-11-27T08:56:05.0013068Z,"[""218.56.155.106""]","[""BAV2ROPC""]",2022-11-27T08:54:07.2566437Z
PK/Punjab,KR/Ulsan Gwangyeoksi,2022-11-27T08:56:05.0013068Z,2022-11-27T08:56:44.5645133Z,"[""43.251.255.43""]","[""BAV2ROPC""]",2022-11-27T08:56:05.0013068Z
FR/Calvados,KR/Ulsan Gwangyeoksi,2022-11-27T08:56:21.1039189Z,2022-11-27T08:56:36.8994205Z,"[""85.69.178.104""]","[""BAV2ROPC""]",2022-11-27T08:56:21.1039189Z
CH/Zuerich,BR/Goias,2022-11-27T09:07:31.5163731Z,2022-11-27T09:18:24.4573786Z,"[""213.3.40.107""]","[""BAV2ROPC""]",2022-11-27T09:07:31.5163731Z
BG/Sofiya-Grad,BR/Goias,2022-11-27T09:08:11.0279380Z,2022-11-27T09:18:24.4573786Z,"[""194.146.234.130""]","[""BAV2ROPC""]",2022-11-27T09:08:11.0279380Z
BO/La Paz,HK/Hong Kong,2022-11-27T09:15:34.2686768Z,2022-11-27T09:16:11.3684077Z,"[""181.115.232.234""]","[""BAV2ROPC""]",2022-11-27T09:15:34.2686768Z
US/Oregon,SG/South West,2022-11-27T09:16:35.3588475Z,2022-11-27T09:16:52.0108224Z,"[""76.14.236.34""]","[""BAV2ROPC""]",2022-11-27T09:16:35.3588475Z
CN/Anhui,HK/Hong Kong,2022-11-27T09:31:12.0650025Z,2022-11-27T09:44:41.4714532Z,"[""112.26.23.137""]","[""BAV2ROPC""]",2022-11-27T09:31:12.0650025Z
PK/Punjab,VN/Nghe An,2022-11-27T09:32:50.2139659Z,2022-11-27T09:38:52.1323704Z,"[""43.251.255.38""]","[""BAV2ROPC""]",2022-11-27T09:32:50.2139659Z
CN/Shandong,US/Illinois,2022-11-27T09:34:38.1503855Z,2022-11-27T09:40:41.0097122Z,"[""60.214.127.246""]","[""BAV2ROPC""]",2022-11-27T09:34:38.1503855Z
RU/Novosibirskaya Oblast',CN/Shaanxi,2022-11-27T09:34:57.2037125Z,2022-11-27T09:39:42.2418093Z,"[""37.192.100.41""]","[""BAV2ROPC""]",2022-11-27T09:34:57.2037125Z
VN/Nghe An,CN/Shaanxi,2022-11-27T09:38:44.2611164Z,2022-11-27T09:39:37.0366001Z,"[""117.4.137.135""]","[""BAV2ROPC""]",2022-11-27T09:38:44.2611164Z
CN/Anhui,VN/Ha Tinh,2022-11-27T09:39:07.0399182Z,2022-11-27T09:48:33.6922425Z,"[""112.26.7.149""]","[""BAV2ROPC""]",2022-11-27T09:39:07.0399182Z
CN/Shaanxi,ZA/Mpumalanga,2022-11-27T09:39:34.4438104Z,2022-11-27T09:48:16.2231775Z,"[""113.140.32.58""]","[""BAV2ROPC""]",2022-11-27T09:39:34.4438104Z
CN/Shandong,RU/Krasnodarskiy Kray,2022-11-27T09:40:15.5880365Z,2022-11-27T09:48:56.7042063Z,"[""222.134.5.78""]","[""BAV2ROPC""]",2022-11-27T09:40:15.5880365Z
US/Illinois,ES/Asturias,2022-11-27T09:40:32.9324496Z,2022-11-27T09:41:49.8016653Z,"[""181.214.166.23""]","[""BAV2ROPC""]",2022-11-27T09:40:32.9324496Z
CN/Anhui,ZA/Mpumalanga,2022-11-27T09:41:25.6239249Z,2022-11-27T09:48:16.2231775Z,"[""112.27.128.211""]","[""BAV2ROPC""]",2022-11-27T09:41:25.6239249Z
ES/Asturias,ZA/Mpumalanga,2022-11-27T09:41:47.1169607Z,2022-11-27T09:48:16.2231775Z,"[""188.171.3.117""]","[""BAV2ROPC""]",2022-11-27T09:41:47.1169607Z
IN/Uttar Pradesh,RU/Krasnodarskiy Kray,2022-11-27T09:43:45.2573564Z,2022-11-27T09:48:56.7042063Z,"[""122.187.225.8""]","[""BAV2ROPC""]",2022-11-27T09:43:45.2573564Z
ET/Adis Abeba,ZA/Mpumalanga,2022-11-27T09:44:06.5410336Z,2022-11-27T09:48:21.6422555Z,"[""196.191.212.238""]","[""BAV2ROPC""]",2022-11-27T09:44:06.5410336Z
HK/Hong Kong,ZA/Mpumalanga,2022-11-27T09:44:31.1576091Z,2022-11-27T09:48:21.6422555Z,"[""203.198.66.117""]","[""BAV2ROPC""]",2022-11-27T09:44:31.1576091Z
CN/Anhui,ZA/Mpumalanga,2022-11-27T09:44:50.1066481Z,2022-11-27T09:48:16.2231775Z,"[""58.242.163.106""]","[""BAV2ROPC""]",2022-11-27T09:44:50.1066481Z
FR/Seine-Et-Marne,ZA/Mpumalanga,2022-11-27T09:45:09.4681023Z,2022-11-27T09:48:21.6422555Z,"[""159.180.233.122""]","[""BAV2ROPC""]",2022-11-27T09:45:09.4681023Z
MO/Macau,ZA/Mpumalanga,2022-11-27T09:45:29.1759443Z,2022-11-27T09:48:21.6422555Z,"[""202.175.178.226""]","[""BAV2ROPC""]",2022-11-27T09:45:29.1759443Z
US/Iowa,ZA/Mpumalanga,2022-11-27T09:47:08.2582765Z,2022-11-27T09:48:21.6422555Z,"[""64.5.72.171""]","[""BAV2ROPC""]",2022-11-27T09:47:08.2582765Z
ZA/Mpumalanga,VN/Ha Tinh,2022-11-27T09:48:08.4736142Z,2022-11-27T09:48:33.6922425Z,"[""102.23.241.107""]","[""BAV2ROPC""]",2022-11-27T09:48:08.4736142Z
VN/Ha Tinh,RU/Krasnodarskiy Kray,2022-11-27T09:48:31.0124026Z,2022-11-27T09:48:54.0940851Z,"[""27.72.47.205""]","[""BAV2ROPC""]",2022-11-27T09:48:31.0124026Z
TN/Tunis,VN/Ha Tinh,2022-11-27T10:06:33.4828499Z,2022-11-27T10:16:30.7024927Z,"[""41.231.85.75""]","[""BAV2ROPC""]",2022-11-27T10:06:33.4828499Z
RU/Samarskaya Oblast',VN/Ha Tinh,2022-11-27T10:13:01.7841296Z,2022-11-27T10:16:30.7024927Z,"[""46.20.68.41""]","[""BAV2ROPC""]",2022-11-27T10:13:01.7841296Z
IL/Hamerkaz,BZ/Belize,2022-11-27T10:13:18.9107415Z,2022-11-27T10:17:28.8096388Z,"[""46.210.121.110""]","[""BAV2ROPC""]",2022-11-27T10:13:18.9107415Z
CN/Guizhou,NG/Federal Capital Territory,2022-11-27T10:14:38.9586850Z,2022-11-27T10:17:30.7374193Z,"[""61.159.128.228""]","[""BAV2ROPC""]",2022-11-27T10:14:38.9586850Z
AR/Santa Fe,BZ/Belize,2022-11-27T10:15:07.7050889Z,2022-11-27T10:17:28.8096388Z,"[""190.182.168.95""]","[""BAV2ROPC""]",2022-11-27T10:15:07.7050889Z
BD/Dhaka,BZ/Belize,2022-11-27T10:15:34.2476215Z,2022-11-27T10:17:26.1106654Z,"[""27.147.188.178""]","[""BAV2ROPC""]",2022-11-27T10:15:34.2476215Z
IT/Roma,BZ/Belize,2022-11-27T10:15:46.0581844Z,2022-11-27T10:17:28.8096388Z,"[""213.26.193.177""]","[""BAV2ROPC""]",2022-11-27T10:15:46.0581844Z
RU/Moskva,CN/Shandong,2022-11-27T10:15:51.9517159Z,2022-11-27T10:17:28.9324808Z,"[""213.108.129.238""]","[""BAV2ROPC""]",2022-11-27T10:15:51.9517159Z
BR/Minas Gerais,CN/Qinghai,2022-11-27T10:15:56.6826514Z,2022-11-27T10:16:25.6406544Z,"[""189.113.186.54""]","[""BAV2ROPC""]",2022-11-27T10:15:56.6826514Z
US/North Carolina,CN/Qinghai,2022-11-27T10:16:15.3026251Z,2022-11-27T10:16:23.0750196Z,"[""174.108.36.186""]","[""BAV2ROPC""]",2022-11-27T10:16:15.3026251Z
CN/Shandong,US/Virginia,2022-11-27T10:17:18.2105221Z,2022-11-27T10:17:58.8312308Z,"[""221.2.74.238""]","[""BAV2ROPC""]",2022-11-27T10:17:18.2105221Z
NG/Federal Capital Territory,BZ/Belize,2022-11-27T10:17:25.5733598Z,2022-11-27T10:17:26.1106654Z,"[""154.68.199.27""]","[""BAV2ROPC""]",2022-11-27T10:17:25.5733598Z
KH/Phnum Penh,BD/Dhaka,2022-11-27T10:26:57.2719599Z,2022-11-27T10:28:12.1455573Z,"[""175.100.117.22""]","[""BAV2ROPC""]",2022-11-27T10:26:57.2719599Z
BD/Dhaka,KR/Chungcheongnam-Do,2022-11-27T10:28:11.7511998Z,2022-11-27T10:29:24.3486108Z,"[""27.147.128.82""]","[""BAV2ROPC""]",2022-11-27T10:28:11.7511998Z
MO/Macau,KR/Daejeon Gwangyeoksi,2022-11-27T10:28:58.1289537Z,2022-11-27T10:31:54.9691432Z,"[""202.175.76.242""]","[""BAV2ROPC""]",2022-11-27T10:28:58.1289537Z
CN/Chongqing,IN/Gujarat,2022-11-27T10:30:02.8831353Z,2022-11-27T10:33:29.1047157Z,"[""183.66.212.94""]","[""BAV2ROPC""]",2022-11-27T10:30:02.8831353Z
CN/Shanghai Shi,CN/Shanxi,2022-11-27T10:30:24.8795368Z,2022-11-27T10:40:14.6021965Z,"[""117.186.145.98""]","[""BAV2ROPC""]",2022-11-27T10:30:24.8795368Z
PK/Punjab,CN/Shandong,2022-11-27T10:30:43.4013545Z,2022-11-27T10:37:22.8875345Z,"[""203.124.60.246""]","[""BAV2ROPC""]",2022-11-27T10:30:43.4013545Z
CN/Anhui,US/West Virginia,2022-11-27T10:31:32.1854456Z,2022-11-27T10:39:07.2319971Z,"[""36.7.184.56""]","[""BAV2ROPC""]",2022-11-27T10:31:32.1854456Z
HK/Hong Kong,ZA/Mpumalanga,2022-11-27T10:35:42.4031980Z,2022-11-27T10:36:51.6901197Z,"[""202.82.20.241""]","[""BAV2ROPC""]",2022-11-27T10:35:42.4031980Z
BB/Saint Michael,ZA/Mpumalanga,2022-11-27T10:36:02.7982410Z,2022-11-27T10:36:51.6901197Z,"[""65.48.228.195""]","[""BAV2ROPC""]",2022-11-27T10:36:02.7982410Z
ZA/Mpumalanga,US/West Virginia,2022-11-27T10:36:51.6901197Z,2022-11-27T10:39:07.2319971Z,"[""102.23.252.221""]","[""BAV2ROPC""]",2022-11-27T10:36:51.6901197Z
CN/Shandong,PS/Jerusalem,2022-11-27T10:37:14.9939169Z,2022-11-27T10:47:18.9260945Z,"[""60.190.71.62""]","[""BAV2ROPC""]",2022-11-27T10:37:14.9939169Z
CN/Shandong,PS/Jerusalem,2022-11-27T10:38:50.4209511Z,2022-11-27T10:47:21.5248533Z,"[""119.164.252.138""]","[""BAV2ROPC""]",2022-11-27T10:38:50.4209511Z
VN/Ho Chi Minh,CN/Anhui,2022-11-27T10:39:09.4729878Z,2022-11-27T10:39:49.0157835Z,"[""115.73.209.70""]","[""BAV2ROPC""]",2022-11-27T10:39:09.4729878Z
BY/Vitsyebsk,PS/Jerusalem,2022-11-27T10:39:26.9349926Z,2022-11-27T10:47:29.9164863Z,"[""82.209.207.151""]","[""BAV2ROPC""]",2022-11-27T10:39:26.9349926Z
IN/Uttar Pradesh,SD/Al Khartum,2022-11-27T10:39:44.6401257Z,2022-11-27T10:47:57.6747049Z,"[""103.146.233.181""]","[""BAV2ROPC""]",2022-11-27T10:39:44.6401257Z
CN/Anhui,ZA/Kwazulu-Natal,2022-11-27T10:39:49.0157835Z,2022-11-27T10:46:18.7170260Z,"[""220.180.46.183""]","[""BAV2ROPC""]",2022-11-27T10:39:49.0157835Z
PS/Jerusalem,SD/Al Khartum,2022-11-27T10:47:18.9260945Z,2022-11-27T10:47:57.6747049Z,"[""188.225.140.30""]","[""BAV2ROPC""]",2022-11-27T10:47:18.9260945Z
CR/Heredia,IR/Semnan,2022-11-27T11:01:36.5106381Z,2022-11-27T11:02:14.0625957Z,"[""201.206.147.49""]","[""BAV2ROPC""]",2022-11-27T11:01:36.5106381Z
IR/Semnan,US/Georgia,2022-11-27T11:02:11.0053052Z,2022-11-27T11:02:57.5364545Z,"[""78.38.152.39""]","[""BAV2ROPC""]",2022-11-27T11:02:11.0053052Z
US/Georgia,HK/Hong Kong,2022-11-27T11:02:57.5364545Z,2022-11-27T11:03:31.5862050Z,"[""98.252.254.171""]","[""BAV2ROPC""]",2022-11-27T11:02:57.5364545Z
HK/Hong Kong,RU/Sankt-Peterburg,2022-11-27T11:03:00.9401329Z,2022-11-27T11:03:32.1603249Z,"[""203.198.129.123""]","[""BAV2ROPC""]",2022-11-27T11:03:00.9401329Z
HK/Hong Kong,BR/Maranhao,2022-11-27T11:03:18.3389332Z,2022-11-27T11:04:04.7684465Z,"[""42.200.75.233""]","[""BAV2ROPC""]",2022-11-27T11:03:18.3389332Z
RU/Sankt-Peterburg,AR/Santa Fe,2022-11-27T11:03:21.1680682Z,2022-11-27T11:04:37.8877510Z,"[""94.26.147.56""]","[""BAV2ROPC""]",2022-11-27T11:03:21.1680682Z
CN/Hubei,CO/Distrito Capital,2022-11-27T11:05:34.0661902Z,2022-11-27T11:07:15.0161303Z,"[""113.57.103.228""]","[""BAV2ROPC""]",2022-11-27T11:05:34.0661902Z
CN/Shanghai Shi,US/Virginia,2022-11-27T11:19:53.9281550Z,2022-11-27T11:20:35.7648415Z,"[""180.165.228.147""]","[""BAV2ROPC""]",2022-11-27T11:19:53.9281550Z
US/Virginia,CN/Hainan,2022-11-27T11:20:25.3547482Z,2022-11-27T11:20:56.1468216Z,"[""52.191.10.148""]","[""BAV2ROPC""]",2022-11-27T11:20:25.3547482Z
